surveyId,hitId,AssignmentId,workerId,CountryCriteria,age,gender,education,occupation,Hispanic,race,Political,zipcode,duration,feelAboutAd,rating,image,zip,City,State Code,city_state,density,State,Region,Division,page_type,relevant
87,3VEI3XUCZSA7FBFCRWT5RZHOWKURPZ,3VNXK88KKEVG3FEG9T7JVQ11IR7V9H,A1XAFKGJBBH6S5,Yes,37,Female,bachelors,employed_biz,No,white,democrat,80634,270,4,4,Breitbart Page - Wallet.png,80634,Greeley,CO,"Greeley, CO",1418,Colorado,West,Mountain,Political - Conservative,Non-Relevant
28,3QREJ3J434AV1MNJ9KR196MQWIWKLY,3HVVDCPGTG5GROIZCAZKTP67UF2YTJ,A1XPNXTMCXVGDT,Yes,38,Male,bachelors,employed_biz,No,asian,independent,62501,543,5,3,Breitbart Page - bp.png,62501,Argenta,IL,"Argenta, IL",34,Illinois,Midwest,East North Central,Political - Conservative,Non-Relevant
80,3YGYP13642M7CQ3ZBHGDNACTW5TRN3,3MYYFCXHJ5KWOCI933C6EHNB9LG4GI,A1Y0CLL6EMMN31,Yes,32,Female,bachelors,employed_other,No,white,republican,97862,330,3,1,Breitbart Page - Fasion.png,97862,Milton Freewater,OR,"Milton Freewater, OR",42,Oregon,West,Pacific,Political - Conservative,Non-Relevant
61,3PGQRAZX03XDP47QX8PTU0FWMRFYSN,3BWI6RSP7IMVNL41Z6KPHQM9N6H7EC,A1YG56R57AYCOG,Yes,47,Male,some_college,unemployed,No,white,unsure,25304,284,1,1,Breitbart Page - Fasion.png,25304,Charleston,WV,"Charleston, WV",858,West Virginia,South,South Atlantic,Political - Conservative,Non-Relevant
51,3I01FDIL6NLHMUV17XN9QXSR6992DF,3ZQIG0FLQGTRFBRO24HB9A9CGSHVWW,A1YMIA0664RNFF,Yes,46,Male,some_college,unemployed,No,other,democrat,37091,316,1,1,Breitbart Page - Adias.PNG,37091,Lewisburg,TN,"Lewisburg, TN",101,Tennessee,South,East South Central,Political - Conservative,Non-Relevant
62,37SDSEDINAFYGEHE7LCFZM4L3C018T,33PPUNGG3AI3GZFC47W87HERCQZZRS,A1YNBQAKX6FUVW,Yes,35,Female,associates,employed_stem,No,white,democrat,48049,307,4,1,Breitbart Page - Wallet.png,48049,North Street,MI,"North Street, MI",156,Michigan,Midwest,East North Central,Political - Conservative,Non-Relevant
30,39WICJI5AU59ADWG3FQB0ZGM05IZ3L,3K5TEWLKGXO9EG7JDNDW8J041HEIV7,A1Z7S670BP46FB,Yes,25,Male,bachelors,employed_stem,Yes,native,lean-democrat,99501,122,5,4,Breitbart Page - bp.png,99501,Anchorage,AK,"Anchorage, AK",2536,Alaska,West,Pacific,Political - Conservative,Non-Relevant
63,3VDVA3ILIESD9TNWQJO3RZLJRVDG1O,3TYCR1GOTEWSD1KZZNZCL55S6WTZLH,A1ZCJQMX9W0QAG,Yes,55,Male,some_college,employed_teacher,No,asian,lean-democrat,90016,271,2,2,Breitbart Page - Fasion.png,90016,Los Angeles,CA,"Los Angeles, CA",13123,California,West,Pacific,Political - Conservative,Non-Relevant
51,3I01FDIL6NLHMUV17XN9QXSR6992DF,3WS1NTTKE0P9BO4D9IJMKTXMRTF0FC,A1ZDT1M5X1O61J,Yes,32,Female,bachelors,employed_teacher,No,native,democrat,98004,514,4,4,Breitbart Page - Adias.PNG,98004,Bellevue,WA,"Bellevue, WA",3977,Washington,West,Pacific,Political - Conservative,Non-Relevant
46,3X4Q1O9UBIZFCSJW3IIKXILYL327OX,35GCEFQ6I71BXXUATHVCPJBB6ASZ3T,A1ZE52NWZPN85P,Yes,33,Male,grad,employed_stem,No,white,lean-democrat,56001,114,1,1,Breitbart Page - bp.png,56001,Mankato,MN,"Mankato, MN",404,Minnesota,Midwest,West North Central,Political - Conservative,Non-Relevant
64,39HYCOOPKPY7TYZUHF6T566PCESDMJ,3FTYUGLFSWYB8BCIFIU8DOQSWOL5D2,A1ZLMSH2TS8HWH,Yes,65,Male,associates,unemployed,No,white,democrat,33406,326,2,2,Breitbart Page - bp.png,33406,West Palm Beach,FL,"West Palm Beach, FL",2958,Florida,South,South Atlantic,Political - Conservative,Non-Relevant
48,3EAWOID6MUAWK1S9JVJPDV5J9ISV0M,3DY4FPOOA31M7FA23A75MB1VOD2RVP,A1ZLOGD0268K64,Yes,34,Female,grad,employed_other,No,asian,unsure,01801,327,4,2,Breitbart Page - Wallet.png,01801,Woburn,MA,"Woburn, MA",3075,Massachusetts,Northeast,New England,Political - Conservative,Non-Relevant
72,3RDTX9JRTZEC55FQ1TZ20SQ9Q4I79L,39L1G8WVWS4E2192L6MKXPRZTVU31N,A1ZNO22R0CI05Q,Yes,33,Female,some_college,unemployed,No,white,democrat,23005,6095,2,4,Breitbart Page - bp.png,23005,Ashland,VA,"Ashland, VA",226,Virginia,South,South Atlantic,Political - Conservative,Non-Relevant
31,3PZDSVZ3J6U0BK1105K0FH1J4R6N4D,35L9RVQFCQV9567Z2FL6CLX6NXQHUO,A1ZPKUQCJVXF1I,Yes,30,Male,grad,employed_stem,No,asian,democrat,77479,940,4,4,Breitbart Page - Adias.PNG,77479,Sugar Land,TX,"Sugar Land, TX",2254,Texas,South,West South Central,Political - Conservative,Non-Relevant
82,3DGDV62G7PMQBRYRC6E4QR9GKSEP2I,30IQTZXKAMJQBAVY9CP8Q0XTVYLX0A,A1ZX1JWCZ09GXI,Yes,24,Male,bachelors,employed_biz,No,white,lean-republican,44114,124,3,1,Breitbart Page - bp.png,44114,Cleveland,OH,"Cleveland, OH",1803,Ohio,Midwest,East North Central,Political - Conservative,Non-Relevant
82,3DGDV62G7PMQBRYRC6E4QR9GKSEP2I,3ZV9H2YQQFK732P5IUB5QFHTP9HW3V,A1ZZUYHZ3EXZ2A,Yes,29,Female,bachelors,employed_stem,No,white,democrat,11205,254,4,3,Breitbart Page - bp.png,11205,Brooklyn,NY,"Brooklyn, NY",42508,New York,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
89,3M7OI89LVZ1VZ38OU341W4RL1E1C68,39O5D9O87V5YP4J013B4ELAQXSM3CE,A20KHSTVF3CLAH,Yes,47,Male,grad,employed_other,No,white,other-party,97322,672,2,1,Breitbart Page - Fasion.png,97322,Albany,OR,"Albany, OR",546,Oregon,West,Pacific,Political - Conservative,Non-Relevant
89,3M7OI89LVZ1VZ38OU341W4RL1E1C68,3DY46V3X3RVG4YXP0CCPFC20J8T552,A20KOR2M8WXIIS,Yes,21,Female,some_college,student,No,asian,democrat,75013,232,1,1,Breitbart Page - Fasion.png,75013,Allen,TX,"Allen, TX",2026,Texas,South,West South Central,Political - Conservative,Non-Relevant
55,386659BNTMUGYPCBCHZ067Y3KEM013,38JBBYETQQNY4YMIX8MIEE2ZW4O4EM,A20P4INLPHG8VA,Yes,25,Female,bachelors,employed_stem,Yes,white,democrat,02459,1757,4,3,Breitbart Page - Adias.PNG,02459,Newton Center,MA,"Newton Center, MA",3815,Massachusetts,Northeast,New England,Political - Conservative,Non-Relevant
40,372AGES0I5ICOKH3DN3MLC3RYJ0RXK,3BWI6RSP7IMVNL41Z6KPHQM9N60E72,A20QXCW2IQ1JTI,Yes,45,Female,grad,employed_stem,No,white,republican,92868,890,4,4,Breitbart Page - Adias.PNG,92868,Orange,CA,"Orange, CA",7857,California,West,Pacific,Political - Conservative,Non-Relevant
32,391JB9X4ZZLF74549WSG9J1FWNMKM0,3Y9N9SS8L0O8UWPE1Z6FYRS8ISDD33,A20WMA17UF3N2R,Yes,23,Male,bachelors,employed_stem,No,asian,lean-democrat,45201,295,2,4,Breitbart Page - bp.png,45201,Cincinnati,OH,NA,NA,Ohio,Midwest,East North Central,Political - Conservative,Non-Relevant
54,33IXYHIZB6VME0913SYTWFAC6LA2E8,3PS7W85Z81F1QNAR4Y74U8DGL6Q9TE,A210WH51UY4KF1,Yes,28,Male,bachelors,employed_stem,Yes,white,democrat,65809,652,4,5,Breitbart Page - Fasion.png,65809,Springfield,MO,"Springfield, MO",635,Missouri,Midwest,West North Central,Political - Conservative,Non-Relevant
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,324G5B4FB5LWWVP7RZLAW1K5T6T70E,A21JGQV5D20RC3,Yes,65,Male,bachelors,employed_teacher,No,white,other-party,02121,260,2,1,Breitbart Page - Adias.PNG,02121,Dorchester,MA,"Dorchester, MA",14884,Massachusetts,Northeast,New England,Political - Conservative,Non-Relevant
47,3MJ9GGZYO4JJONSPNNW70WKLL6CA2L,38YMOXR4MWC60LCN1W93XITDZZR6WH,A21XSR8BER3AUQ,Yes,32,Female,bachelors,employed_teacher,No,white,republican,04539,85,4,2,Breitbart Page - Adias.PNG,04539,Bristol,ME,"Bristol, ME",71,Maine,Northeast,New England,Political - Conservative,Non-Relevant
45,3O71U79SRC2DVNICE51I05SPDHZSMP,3X73LLYYQ3RWAGNQ5E9KYQ5CF1GNHL,A225Z9CLP61ZJN,Yes,60,Male,bachelors,employed_stem,No,white,independent,92124,446,3,2,Breitbart Page - Wallet.png,92124,San Diego,CA,"San Diego, CA",2904,California,West,Pacific,Political - Conservative,Non-Relevant
36,3YOAVL4CA1UUS9FK3TVUA48SE5EZ46,3I2PTA7R3V78F31QRR4YFCG9CTOQKW,A226PPE8EN1W8M,Yes,33,Female,grad,employed_other,No,white,independent,10310,219,2,1,Breitbart Page - bp.png,10310,Staten Island,NY,"Staten Island, NY",13903,New York,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
40,372AGES0I5ICOKH3DN3MLC3RYJ0RXK,379J5II41QTU26T330LZ0V4AIQ5ELB,A22AM327QRSABB,Yes,33,Female,bachelors,employed_stem,Yes,asian,democrat,85052,1510,4,2,Breitbart Page - Adias.PNG,NA,NA,NA,NA,NA,NA,NA,NA,Political - Conservative,Non-Relevant
39,34YWR3PJ29NOOQX4JAK71G24PT0X0R,3X0H8UUIT31BNJAK89C6YNP5HORWSW,A22CN9X0JP1HM4,Yes,33,Male,grad,employed_other,Yes,asian,republican,10001,558,4,4,Breitbart Page - Fasion.png,10001,New York,NY,"New York, NY",33959,New York,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
42,3K3G488TR3L3A0ITU2VRO3229YOQ58,3WQ3B2KGEATJ5WDF0Z1QF8PBHN6B1L,A22FB697ZHHLHC,Yes,26,Male,bachelors,employed_stem,No,white,lean-democrat,80211,176,2,2,Breitbart Page - Adias.PNG,80211,Denver,CO,"Denver, CO",7025,Colorado,West,Mountain,Political - Conservative,Non-Relevant
28,3QREJ3J434AV1MNJ9KR196MQWIWKLY,3TU5ZICBRFEOK2ZPI27VP77IHT38Q4,A22GZ5ZA5V9T3O,Yes,27,Male,bachelors,employed_stem,Yes,white,democrat,67745,801,4,4,Breitbart Page - bp.png,67745,Mc Donald,KS,"Mc Donald, KS",1,Kansas,Midwest,West North Central,Political - Conservative,Non-Relevant
87,3VEI3XUCZSA7FBFCRWT5RZHOWKURPZ,33M4IA01QIEEB4FX3P8NAWYG4QSRXE,A22HDIXTWGVUOW,Yes,50,Male,bachelors,employed_biz,Yes,white,republican,78584,219,3,4,Breitbart Page - Wallet.png,78584,Roma,TX,"Roma, TX",76,Texas,South,West South Central,Political - Conservative,Non-Relevant
76,3I7SHAD35N9RCPYKQ2375EWTQ3PM7Z,3HHRAGRYXAILDV5J8HL50Y7TMYD9OW,A22JV1E02E0VQO,Yes,28,Male,bachelors,employed_biz,Yes,white,democrat,95367,221,4,4,Breitbart Page - Fasion.png,95367,Riverbank,CA,"Riverbank, CA",5055,California,West,Pacific,Political - Conservative,Non-Relevant
32,391JB9X4ZZLF74549WSG9J1FWNMKM0,3VHP9MDGRPXT5GZTLYC6FUZN0I6CFB,A22KSWL724MR61,Yes,31,Male,some_college,employed_stem,No,white,republican,76063,551,1,3,Breitbart Page - bp.png,76063,Mansfield,TX,"Mansfield, TX",1184,Texas,South,West South Central,Political - Conservative,Non-Relevant
84,3538U0YQ1G735W5G23W4X704O0RF3G,3PMBY0YE29GK468GICCE5YDCXKSC90,A23K0YTNUJ0GKR,Yes,45,Female,bachelors,employed_other,No,asian,democrat,94122,4261,4,2,Breitbart Page - Adias.PNG,94122,San Francisco,CA,"San Francisco, CA",23699,California,West,Pacific,Political - Conservative,Non-Relevant
48,3EAWOID6MUAWK1S9JVJPDV5J9ISV0M,3M23Y66PO4KDT4VEHRZ20TQSTMV6S2,A23YSUGEV0QKI5,Yes,24,Female,bachelors,employed_other,Yes,white,democrat,56097,251,2,1,Breitbart Page - Wallet.png,56097,Wells,MN,"Wells, MN",20,Minnesota,Midwest,West North Central,Political - Conservative,Non-Relevant
70,3HYV4299H19X0FBQJ97U66NFSL48EJ,34J10VATJHBH98B2ROJM2W1WKPGQI2,A259AXODQQ0WUJ,Yes,44,Female,highschool,unemployed,No,white,republican,78957,203,2,1,Breitbart Page - bp.png,78957,Smithville,TX,"Smithville, TX",48,Texas,South,West South Central,Political - Conservative,Non-Relevant
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3STRJBFXOY4L7JTI8VYTKHRWW02KTJ,A25UQFIAEJ7AHL,Yes,35,Female,bachelors,employed_biz,Yes,white,lean-republican,95376,193,4,5,Breitbart Page - Adias.PNG,95376,Tracy,CA,"Tracy, CA",6530,California,West,Pacific,Political - Conservative,Non-Relevant
82,3DGDV62G7PMQBRYRC6E4QR9GKSEP2I,3WZ36BJEV5TKEGPO2IL0LE8696XTBC,A25WGTFYA70QGZ,Yes,23,Male,bachelors,employed_stem,Yes,asian,republican,20120,1749,5,4,Breitbart Page - bp.png,20120,Centreville,VA,"Centreville, VA",2370,Virginia,South,South Atlantic,Political - Conservative,Non-Relevant
80,3YGYP13642M7CQ3ZBHGDNACTW5TRN3,3YJ6NA41JDTS47UT9TPXESQMS8KJPH,A25ZOL1H79DW0P,Yes,37,Male,grad,employed_other,No,african-american,democrat,33065,538,2,2,Breitbart Page - Fasion.png,33065,Pompano Beach,FL,"Pompano Beach, FL",6235,Florida,South,South Atlantic,Political - Conservative,Non-Relevant
45,3O71U79SRC2DVNICE51I05SPDHZSMP,3D8YOU6S9GXT8HNI6WU2FU8GEJFU65,A26FC0H9JNICC7,Yes,30,Male,bachelors,employed_biz,No,white,republican,27703,92,3,3,Breitbart Page - Wallet.png,27703,Durham,NC,"Durham, NC",768,North Carolina,South,South Atlantic,Political - Conservative,Non-Relevant
66,3WUVMVA7OCG9UYV1CU5LN7US6FDAZV,3GU1KF0O4KEMMOWHL1CGG479K38PBZ,A27B3C18KT7RA,Yes,32,Female,bachelors,employed_biz,Yes,white,republican,94502,310,4,4,Breitbart Page - Adias.PNG,94502,Alameda,CA,"Alameda, CA",5074,California,West,Pacific,Political - Conservative,Non-Relevant
48,3EAWOID6MUAWK1S9JVJPDV5J9ISV0M,38JBBYETQQNY4YMIX8MIEE2ZW4FE4N,A27PINUYH0XHRB,Yes,42,Female,bachelors,employed_other,No,white,independent,14063,201,3,1,Breitbart Page - Wallet.png,14063,Fredonia,NY,"Fredonia, NY",295,New York,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
28,3QREJ3J434AV1MNJ9KR196MQWIWKLY,32N49TQG3IVU8YOL1ZLJRLCLO99VAG,A27R120EJQHMV5,Yes,23,Male,associates,employed_other,No,white,republican,29709,253,1,2,Breitbart Page - bp.png,29709,Chesterfield,SC,"Chesterfield, SC",67,South Carolina,South,South Atlantic,Political - Conservative,Non-Relevant
74,37OPIVELUVGN3DV768ZEN0QNAPWHAC,3TVRFO09GMS386KKY5BROKPHYW0LXB,A28X70CWD4KM95,Yes,35,Male,bachelors,employed_biz,No,white,democrat,84010,150,3,3,Breitbart Page - Adias.PNG,84010,Bountiful,UT,"Bountiful, UT",2978,Utah,West,Mountain,Political - Conservative,Non-Relevant
46,3X4Q1O9UBIZFCSJW3IIKXILYL327OX,3KV0LJBBH4Y3HSGTPI6EZFIIXKQRM8,A297YMDXDC2UPM,Yes,50,Male,bachelors,employed_stem,No,white,independent,95403,177,1,2,Breitbart Page - bp.png,95403,Santa Rosa,CA,"Santa Rosa, CA",2052,California,West,Pacific,Political - Conservative,Non-Relevant
38,3AC6MFV69LVO4L3FI0FD4THWJA0HZA,3018Q3ZVOK32FR74SFG9QONI33WAR2,A29BLVQALSAGAP,Yes,24,Female,bachelors,employed_other,No,asian,democrat,94112,209,2,4,Breitbart Page - bp.png,94112,San Francisco,CA,"San Francisco, CA",23606,California,West,Pacific,Political - Conservative,Non-Relevant
70,3HYV4299H19X0FBQJ97U66NFSL48EJ,35USIKEBNTTGDR399VIG1ZGM6OXN6J,A29I5E06CWQQD2,Yes,28,Male,bachelors,employed_stem,Yes,white,democrat,90620,2952,4,5,Breitbart Page - bp.png,90620,Buena Park,CA,"Buena Park, CA",7058,California,West,Pacific,Political - Conservative,Non-Relevant
69,3HXK2V1N4LSKYE5S9NOHWIVOJ1RG25,3DY4FPOOA31M7FA23A75MB1VOELVRE,A29KJK7GPUF3OT,Yes,26,Female,associates,employed_other,No,white,democrat,63020,127,1,1,Breitbart Page - bp.png,63020,De Soto,MO,"De Soto, MO",146,Missouri,Midwest,West North Central,Political - Conservative,Non-Relevant
62,37SDSEDINAFYGEHE7LCFZM4L3C018T,3QAVNHZ3EOHRCTCRNVJD4CEJXCNALU,A29T95T77TDA6B,Yes,27,Male,bachelors,employed_biz,No,african-american,republican,30002,3184,5,4,Breitbart Page - Wallet.png,30002,Avondale Estates,GA,"Avondale Estates, GA",3456,Georgia,South,South Atlantic,Political - Conservative,Non-Relevant
71,3SA4EMRVJWFJFHVDXJAQ73G1NUUP0Y,3L4PIM1GQVT3B9578LUPTA5P6VMYRP,A2A509S2TF43F9,Yes,30,Female,associates,unemployed,No,african-american,democrat,10017,528,4,3,Breitbart Page - bp.png,10017,New York,NY,"New York, NY",51775,New York,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
42,3K3G488TR3L3A0ITU2VRO3229YOQ58,33SA9F9TRZ7AD0527ES196LQGXEWER,A2AIKNV0CODJ9G,Yes,30,Female,highschool,unemployed,No,white,unsure,62901,226,2,1,Breitbart Page - Adias.PNG,62901,Carbondale,IL,"Carbondale, IL",908,Illinois,Midwest,East North Central,Political - Conservative,Non-Relevant
28,3QREJ3J434AV1MNJ9KR196MQWIWKLY,3S96KQ6I9OHDTDN8GEC6G4W6CRQTD0,A2AJSEYVBTRBB3,Yes,65,Female,some_college,unemployed,No,white,democrat,37098,696,2,3,Breitbart Page - bp.png,37098,Lyles,TN,"Lyles, TN",90,Tennessee,South,East South Central,Political - Conservative,Non-Relevant
30,39WICJI5AU59ADWG3FQB0ZGM05IZ3L,35LDD5557CHHUO3YZYXHY3W42SRKM3,A2AKGKD22DWZHI,Yes,25,Male,bachelors,employed_stem,Yes,white,lean-democrat,10005,215,3,4,Breitbart Page - bp.png,10005,New York,NY,"New York, NY",97048,New York,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
53,39KMGHJ4R0NGR0RTGYV0S2FTFMG000,3C2NJ6JBKCUSVQK8MT6DBMZAQIKN2P,A2ALKJQMTMA52E,Yes,22,Female,bachelors,student,No,white,democrat,19104,186,1,2,Breitbart Page - Fasion.png,19104,Philadelphia,PA,"Philadelphia, PA",17232,Pennsylvania,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
48,3EAWOID6MUAWK1S9JVJPDV5J9ISV0M,3DUZQ9U6SO1Y8UAFIZ7ACL6RAFLSVE,A2B630TEBVCC7U,Yes,44,Female,bachelors,employed_other,No,white,republican,74063,1786,3,2,Breitbart Page - Wallet.png,74063,Sand Springs,OK,"Sand Springs, OK",219,Oklahoma,South,West South Central,Political - Conservative,Non-Relevant
85,3X55NP42EPTFW9UAG6S991E8Q6EP3T,3FTF2T8WLTVTI4ELZ3CFHSKFP1S9WQ,A2BEW9RQ10I1UC,Yes,39,Female,bachelors,employed_other,Yes,white,democrat,93401,498,3,1,Breitbart Page - Fasion.png,93401,San Luis Obispo,CA,"San Luis Obispo, CA",401,California,West,Pacific,Political - Conservative,Non-Relevant
37,3K3IX1W4S74FGUTVPL7JW9SEWG3PAM,3YOH7BII0BK0KBX7DQY8LZFHTL3KVK,A2BW9ZRET1VR8M,Yes,29,Male,grad,employed_other,No,other,democrat,62400,624,5,5,Breitbart Page - bp.png,NA,NA,NA,NA,NA,NA,NA,NA,Political - Conservative,Non-Relevant
47,3MJ9GGZYO4JJONSPNNW70WKLL6CA2L,3VA45EW49P03OQ2O446CLSPAOMBO1O,A2CAMPAA7650H2,Yes,35,Female,bachelors,employed_stem,No,decline,independent,19104,484,2,1,Breitbart Page - Adias.PNG,19104,Philadelphia,PA,"Philadelphia, PA",17232,Pennsylvania,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
59,3Q7TKIAPOUNNNGH9H35E5TR0C92DLH,3QRYMNZ7F0UMFPEL58Q9C980QV9TNZ,A2CCQ2QP50Z3FM,Yes,25,Female,some_college,employed_other,No,white,lean-republican,41086,139,2,1,Breitbart Page - bp.png,41086,Sparta,KY,"Sparta, KY",43,Kentucky,South,East South Central,Political - Conservative,Non-Relevant
60,3H5TOKO3DAWS4ZV91OYJD6FX91K64P,3NG53N1RLXW3KQYAIPS6P2H8CXNP80,A2CGNM651Q3NAM,Yes,32,Male,bachelors,employed_stem,Yes,african-american,republican,95206,153,4,4,Breitbart Page - Adias.PNG,95206,Stockton,CA,"Stockton, CA",449,California,West,Pacific,Political - Conservative,Non-Relevant
87,3VEI3XUCZSA7FBFCRWT5RZHOWKURPZ,3FE7TXL1LK0DYNX02LYUFGUFVTI2Q2,A2CSY8MFSEVQ23,Yes,40,Female,associates,employed_biz,No,decline,democrat,98513,237,1,1,Breitbart Page - Wallet.png,98513,Olympia,WA,"Olympia, WA",541,Washington,West,Pacific,Political - Conservative,Non-Relevant
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,3R08VXYT7E8P4LQSK6EV3WT9UA5W70,A2D0S31W90FZYV,Yes,31,Male,bachelors,employed_biz,No,asian,democrat,85028,3440,4,1,Breitbart Page - Fasion.png,85028,Phoenix,AZ,"Phoenix, AZ",1911,Arizona,West,Mountain,Political - Conservative,Non-Relevant
90,31SIZS5W5ASSFNGRR98UR47Y1GGRQQ,3TDXMTX3CD7OZQSICF5OWRK5KPK6I3,A2D240HZMN6BS0,Yes,28,Female,associates,unemployed,No,white,other-party,54449,77,4,4,Breitbart Page - Adias.PNG,54449,Marshfield,WI,"Marshfield, WI",155,Wisconsin,Midwest,East North Central,Political - Conservative,Non-Relevant
35,3J6BHNX0UA5LPMQ4LX7GMYQF1DWKN0,33NF62TLXLFRTGXDW1KPIB4NYYWKJZ,A2DO0Q2SO7NG1X,Yes,40,Female,bachelors,employed_other,No,white,democrat,43223,389,1,2,Breitbart Page - bp.png,43223,Columbus,OH,"Columbus, OH",2718,Ohio,Midwest,East North Central,Political - Conservative,Non-Relevant
51,3I01FDIL6NLHMUV17XN9QXSR6992DF,308Q0PEVBAQBH9UGAM80G1B7AP1I9X,A2EPDDX5049SYF,Yes,35,Female,bachelors,employed_teacher,No,white,democrat,34639,418,2,1,Breitbart Page - Adias.PNG,34639,Land O Lakes,FL,"Land O Lakes, FL",897,Florida,South,South Atlantic,Political - Conservative,Non-Relevant
66,3WUVMVA7OCG9UYV1CU5LN7US6FDAZV,38BQUHLA9YD0KFODXQPA5KDDMXHOM7,A2FQRQ277EFCTI,Yes,39,Female,bachelors,employed_stem,No,white,democrat,10457,289,4,4,Breitbart Page - Adias.PNG,10457,Bronx,NY,"Bronx, NY",66425,New York,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
43,3SCKNODZ0YTXU7JK23I7ITLTVTX7NI,3URFVVM167VVWR7T81RDCS1BJNCZU1,A2GK11SPBF73C6,Yes,34,Female,some_college,employed_biz,No,african-american,lean-democrat,85326,1056,3,1,Breitbart Page - Wallet.png,85326,Buckeye,AZ,"Buckeye, AZ",140,Arizona,West,Mountain,Political - Conservative,Non-Relevant
33,3D3B8GE89341BBJQXFTJ0EHUQYLP97,32EYX73OY2MMU0L2YKX0QPZCA6NURX,A2GMGP393VX96T,Yes,36,Female,some_college,decline,No,white,lean-republican,75063,617,2,1,Breitbart Page - Adias.PNG,75063,Irving,TX,"Irving, TX",2312,Texas,South,West South Central,Political - Conservative,Non-Relevant
59,3Q7TKIAPOUNNNGH9H35E5TR0C92DLH,33LK57MYLVIFHEFPJWWDXRJNYR4ZS0,A2GZYZL1FU1M0A,Yes,27,Female,bachelors,employed_biz,Yes,african-american,republican,30002,4824,4,3,Breitbart Page - bp.png,30002,Avondale Estates,GA,"Avondale Estates, GA",3456,Georgia,South,South Atlantic,Political - Conservative,Non-Relevant
26,3P7QK0GJ3UYKPV0XZFC6HPBUURIZ2A,33FOTY3KEOY2F15LEZXLQSVTZ8NC1A,A2H92K2776A1IC,Yes,29,Male,bachelors,employed_biz,No,white,lean-democrat,29210,332,4,1,Breitbart Page - Fasion.png,29210,Columbia,SC,"Columbia, SC",2528,South Carolina,South,South Atlantic,Political - Conservative,Non-Relevant
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,304SM51WA5HJZGC9DIGAB9CK7OWSB1,A2HRLGNRIPSB1X,Yes,24,Male,decline,decline,No,decline,democrat,95123,176,2,2,Breitbart Page - Adias.PNG,95123,San Jose,CA,"San Jose, CA",7481,California,West,Pacific,Political - Conservative,Non-Relevant
88,3MXX6RQ9EWI0E5DEGKXSJ66E46AP4E,3R9WASFE21T6D9A3DCWEQS0891HFZ4,A2I0PVB0364CE,Yes,22,Male,highschool,unemployed,No,white,independent,27591,95,5,3,Breitbart Page - Wallet.png,27591,Wendell,NC,"Wendell, NC",295,North Carolina,South,South Atlantic,Political - Conservative,Non-Relevant
79,3LEG2HW4UG0EKE9XY3IZEXVCIMRF25,3BDCF01OGZ7S8BAU31XT7YWQ03KLY9,A2I32PKDDJI2UB,Yes,28,Female,bachelors,employed_stem,Yes,white,independent,10011,342,4,2,Breitbart Page - Adias.PNG,10011,New York,NY,"New York, NY",77436,New York,Northeast,Middle Atlantic,Political - Conservative,Non-Relevant
87,3VEI3XUCZSA7FBFCRWT5RZHOWKURPZ,3OE22WJIGK1MIZ62L580LZP7ELTUQ6,A2IMAGGCST8170,Yes,28,Female,bachelors,unemployed,No,white,democrat,98001,170,2,2,Breitbart Page - Wallet.png,98001,Auburn,WA,"Auburn, WA",1717,Washington,West,Pacific,Political - Conservative,Non-Relevant
56,3PKVGQTFIIX1OP7DIJPO4QA00PWYRZ,30IQTZXKAMJQBAVY9CP8Q0XTVYKX09,A2J934ALH6FVWV,Yes,21,Male,bachelors,student,No,white,lean-democrat,23220,141,1,1,Breitbart Page - Adias.PNG,23220,Richmond,VA,"Richmond, VA",7400,Virginia,South,South Atlantic,Political - Conservative,Non-Relevant
35,3J6BHNX0UA5LPMQ4LX7GMYQF1DWKN0,3U088ZLJVM6BMAQ8Z7TMOHJMMWZW00,A2JI7RGC80105T,Yes,53,Male,bachelors,employed_other,No,asian,republican,51513,406,2,2,Breitbart Page - bp.png,NA,NA,NA,NA,NA,NA,NA,NA,Political - Conservative,Non-Relevant
53,39KMGHJ4R0NGR0RTGYV0S2FTFMG000,3Z4XG4ZF4A48TZ014G2NJF3BEX98XM,A2JISAJBHTFGDI,Yes,29,Male,associates,student,No,white,lean-democrat,06040,201,1,4,Breitbart Page - Fasion.png,06040,Manchester,CT,"Manchester, CT",2081,Connecticut,Northeast,New England,Political - Conservative,Non-Relevant
58,3566S7OX5EWUG0CVXGK9LM8QSSU176,3OUYGIZWR9BL21T7NLFRWNBQTZFP0H,A2JITSFBY55L7V,Yes,28,Male,highschool,employed_other,No,white,lean-democrat,98436,108,4,5,Breitbart Page - Adias.PNG,NA,NA,NA,NA,NA,NA,NA,NA,Political - Conservative,Non-Relevant
